"","BL","V04","V06","V08","V10"
"HSPA1A",0.26093503968254,0.0930022727272728,-0.0741721827724606,0.0742528205128203,0.0355151651651651
"ICA1",0.309651983805668,-0.277588721804511,-0.0923935494223365,0.243936785714286,0.110768055555555
"ICAM4",-0.0666190941842512,0.152973593073593,0.186690439706862,-0.261212195121951,-0.374095607843137
"IDS",-0.0541155566358775,0.0594299154334038,0.0277418292682927,-0.0279222591362126,0.00297004643962848
"IFNG",-0.335544385964912,0.0366058897243108,-0.620841816431322,-0.703785,-1.80798055555556
"IFNGR1",0.0176914075823167,0.107209090909091,0.14417672121025,-0.01300547008547,0.0372842342342343
"IFNLR1",-0.106001634071024,0.217143073593074,-0.00688381079280476,-0.143878048780488,-0.313181019607843
"IKBKG",0.232762737594081,0.312530086580087,0.015289840106596,0.273956097560976,0.236929019607843
"IL10",1.25015224021592,0.105383333333333,1.52913000641849,2.51052571428571,4.67310972222222
"IL10RA",0.0875807557354926,0.21935350877193,0.0400058729139923,-0.0263339285714286,0.116141666666667
"IL10RB",0.0249539682539683,0.105227272727273,0.0492555418338994,-0.00173829059829061,-0.0717114114114114
"IL11",-0.184226423751687,0.554520927318296,0.178633632862644,-0.153308214285714,0.182375
"IL12B",0.0799184248906173,0.113742706131078,0.00516625000000004,0.526271594684385,0.219755030959752
"IL12RB1",0.118307125506073,0.262958771929825,0.0262668806161745,0.103950357142857,0.0714541666666667
"IL13",-0.710991722260041,-0.144842230576441,-1.19789374197689,-1.17911464285714,-3.06498888888889
"IL15",-0.0053825615512183,0.0784049783549784,-0.00792265156562288,-0.0552993031358885,-0.249689254901961
"IL15RA",0.109526086369771,0.112558395989975,-0.0937536585365855,-0.0450635714285714,-0.090786111111111
"IL16",0.028280614973262,0.448885306553911,0.150851524390244,0.364036378737542,0.062060681114551
"IL17A",-0.00301931174089069,0.258596616541353,0.18958013478819,0.106140714285714,0.310031944444444
"IL17C",0.157973495276653,0.0408165413533834,0.212652406931964,0.384803571428572,0.0384180555555556
"IL17D",0.0308124021592442,0.114778571428572,0.0750706354300383,0.169129285714286,0.219684722222222
"IL17F",-0.210427351940095,0.0409043859649123,-0.164450385109114,-0.2547125,-0.344161111111111
"IL17RB",0.037868516392397,-0.0519569264069265,-0.00193630912724851,-0.00120174216027868,-0.13296831372549
"IL18",-0.00527221566312473,0.0997977272727273,-0.0509283420808892,-0.0758926495726495,-0.354378828828829
"IL18R1",-0.114356903257171,0.155394080338266,0.0375813719512195,-0.38046096345515,-0.322661996904025
"IL1A",0.0172923211875843,-0.152232581453634,-0.26688552631579,-0.0661625,-0.322069444444444
"IL1B",-0.296540553306343,-0.0321588972431076,-0.539458664955071,-0.574959285714286,-1.38355972222222
"IL1R2",-0.00100920634920634,0.0716659090909091,0.0901335597406607,-0.0459446153846154,-0.129971171171171
"IL1RL2",-0.0884778407557354,0.0289538847117795,0.0546923620025674,-0.0897885714285714,-0.347044444444444
"IL1RN",-0.180784484126984,0.264120454545455,-0.143924637233714,-0.0719105982905983,-0.615647147147147
"IL2",0.168769217273954,-0.23249686716792,0.188915789473684,0.218091071428571,-0.188526388888889
"IL20",0.321698798920378,0.136057894736842,0.543176059050064,0.385628214285714,1.01810833333333
"IL20RA",-0.0441301484480432,-0.291039974937343,0.192510205391528,-0.0297642857142857,0.193683333333333
"IL22RA1",0.105927354925776,0.308365413533835,-0.0446631258023106,-0.108949285714286,-0.0224625000000001
"IL24",0.0531010755616065,-0.4939328320802,0.064959242618742,0.193442857142857,0.275923611111111
"IL2RB",0.0434107557354926,-0.118655137844612,0.157178498074454,0.01239,0.127916666666667
"IL32",0.138130080367394,0.0162170995670996,0.187445669553631,0.0439306620209059,0.106196078431372
"IL33",0.127633724696356,-0.00612368421052634,-0.0794680038510911,-0.00433321428571432,0.132318055555556
"IL3RA",0.0613929284750337,0.26119298245614,0.157909531450578,0.0359714285714285,0.0315152777777779
"IL4",-0.140667324710688,-0.538058145363409,-0.939590340179718,0.372021071428571,-0.841520833333333
"IL4R",0.123745107794361,-0.0176378787878788,0.198973750832778,0.0480020905923346,0.267843607843137
"IL5",0.799345816464237,-0.213123558897243,1.12583109756098,1.65567142857143,4.25605
"IL5RA",-0.0494797805842582,0.130487878787879,-0.162682978014657,-0.0951163763066202,-0.377498588235294
"IL6",-0.262104975124378,0.157906926406926,-0.251924750166556,-0.259415505226481,-0.687092470588235
"IL7",0.211393710932517,0.148987012987013,0.0284534310459694,0.110017073170732,-0.264008
"IRAK1",0.43535358974359,-0.0088330827067673,0.273091206675225,0.480545,0.651740277777778
"IRAK4",0.678335591274397,0.130054545454545,-0.00925489673550972,-0.0546054006968641,-0.422309254901961
"ISM1",0.207203112641919,0.163540692640693,0.302752831445703,-0.0179541811846691,0.434143529411765
"ITGA11",0.0742838244674066,0.349745454545455,0.0117044303797469,-0.24369756097561,-0.467002352941176
"ITGA6",-0.484253474009264,0.112979004329004,-0.581941439040639,-0.938919512195122,-1.58219490196078
"ITGB6",0.256394089068826,0.235087969924812,0.334011906290116,0.0214217857142857,0.0814430555555556
"ITM2A",0.242289220563847,-0.164147619047619,0.472566522318454,0.310990418118467,1.09899960784314
"JCHAIN",0.0687775438596491,-0.0115179197994987,-0.199302888318357,-0.537071785714286,-0.358501388888889
"JUN",0.207687503373819,-0.0908098997493735,0.236623973042362,0.213293928571429,0.344513888888889
"KLRB1",-0.0167134419056878,0.0282490486257928,0.0176586890243903,-0.10864219269103,-0.314434210526316
"KLRD1",0.00611436558094308,0.108228752642706,-0.0547484451219513,0.2346573089701,0.121962616099071
"KRT19",0.0154509006690685,-0.147368398268398,-0.0620896069287141,-0.0510047038327527,0.103019843137255
"KYNU",0.468513480392157,0.229767970401691,0.443648170731707,0.467760631229236,0.853008049535604
"LAIR1",0.0646286239013512,0.0940090909090909,0.0833192034578574,0.201755042735043,0.0444124624624625
"LAMA4",0.0907501984126984,0.149356818181818,0.090730750231553,0.0551328205128205,0.25233003003003
"LAMP3",0.0544037254901961,0.169688160676533,0.300055548780488,-0.191225415282392,0.160535758513932
"LAP3",0.125141012145749,-0.141798997493734,-0.0611371309370988,-0.364567142857143,-0.318104166666667
"LAT",0.410835147058823,0.129765010570825,-0.0752737804878048,0.0673961794019933,-0.61807794117647
"LGALS4",0.245093283484193,0.0469840909090908,0.202494535350417,0.106034358974359,0.53847942942943
"LGALS9",0.0405016135379772,0.154072727272727,0.081683112071627,0.08336,0.0317854354354355
"LGMN",0.135253246753247,0.192904545454545,0.020479345476999,0.191952307692308,-0.0289501501501502
"LHPP",0.28066082906992,0.194443181818182,0.19018805186786,-0.0116377777777779,0.25735960960961
"LIFR",0.00725214950886599,0.0836134199134199,0.113345069953364,-0.103332229965157,-0.200715529411765
"LILRB4",0.128061565452092,0.233831578947368,0.246320571245186,0.332987142857143,0.516723611111111
"LRRN1",0.119976868618108,0.283456140350877,0.156862419768935,-0.06312,-0.264304166666667
"LSP1",-0.00703406046689631,0.268144372294372,0.106065389740173,0.275158885017422,0.0500945098039215
"LTA",0.0746260492409745,0.374419480519481,0.0310101265822785,0.127657665505227,0.0145482352941176
"LTBR",0.0337988095238095,0.0140227272727273,0.0496528866934239,-0.0570678632478632,0.0357156156156156
"LTO1",-0.0211948313090419,0.176401629072682,-0.136915949935815,-0.172062857142857,-0.1010875
"LY6D",0.0373332936507937,0.185695454545454,0.212587310898425,0.0270827350427351,-0.129229279279279
"LY75",0.105667916826126,-0.054937445887446,0.180887408394404,0.152172473867596,-0.0514542745098039
"LY9",-0.0471824987846378,0.0020516913319239,-0.0166874390243903,0.0719041528239203,-0.170993808049536
"MANF",0.588834404761905,-0.0778477272727276,-0.247238715652979,-0.183209572649573,-0.667218918918919
"MAP2K6",0.620824850108432,0.323861688311688,0.0352325449700199,0.778604181184669,0.613810431372549
"MAPK9",-0.0757130339680906,0.115749783549784,-0.0950064956695537,-0.0221902439024391,-0.395354745098039
"MATN2",-0.00766313492063497,0.141722727272727,0.0790780487804879,-0.157195213675214,0.030603003003003
"MEGF10",0.0360961904761904,0.200847727272727,0.0183824637233714,-0.0927422222222222,-0.261418918918919
"MEPE",0.142091328873147,0.0665181818181818,0.281599382525471,0.275616752136752,0.425526576576576
"MERTK",-0.0233295089936801,-0.148452642706131,0.17563743902439,-0.190509136212625,-0.0188434210526316
"METAP1D",0.494896313305269,0.107735714285714,0.0353160226515659,0.221221602787456,0.638210039215686
"MGLL",0.459935555555556,0.183093181818182,-0.266731861685705,0.0934473504273505,-0.31893963963964
"MGMT",0.676859933093155,0.192003246753247,0.077575816122585,0.405891114982578,-0.628860784313725
"MICB_MICA",-0.350609707870902,0.504815151515152,-0.241871852098601,-0.813589895470383,-0.184996392156863
"MILR1",0.0695096896086369,-0.0808527568922306,0.338781258023106,0.03722,0.272006944444444
"MLN",0.427224549665466,0.0112818181818182,0.565474283810793,0.515211846689896,0.637638509803921
"MMP1",0.730934321827905,0.484274524312896,0.841719969512195,0.877648172757475,1.59994605263158
"MMP10",0.33634880952381,0.127697727272727,0.383634115467737,0.31232735042735,0.570134234234234
"MPIG6B",0.509288134920635,0.0987772727272724,0.00504164865699286,0.397618461538462,0.440075075075075
"MVK",0.495346820966644,0.0523957393483712,0.347394512195122,0.285728928571428,0.859277777777778
"MYO9B",0.173395303643725,-0.0606731829573934,0.022137869062901,0.514467142857143,0.934569444444444
"MZB1",-0.184046097337006,0.246788636363636,-0.103395183698672,-0.226678290598291,-0.41971051051051
"NBN",0.0824370715249662,0.369365914786967,-0.00490789473684217,0.766311071428571,0.818720833333333
"NCF2",-0.314905957392525,0.383643722943723,-0.377884676882079,-0.35693606271777,-1.1870942745098
"NCK2",0.565759097468188,0.0993749999999998,0.0140152824945972,-0.0536553846153844,-0.132324474474474
"NCLN",0.459860136147039,0.302858521303258,0.418164281129653,0.671846785714286,0.7756625
"NCR1",0.0601203551209469,0.113188528138528,0.126744770153231,0.16142299651568,0.115690431372549
"NELL2",-0.0160421825396825,0.196093181818182,0.134054862611917,-0.208253333333333,-0.0990848348348348
"NFASC",0.0493054812834224,0.177555496828753,0.233692682926829,-0.0927011627906976,-0.067875
"NFATC1",0.225792320449037,0.160535281385281,0.0181099267155229,0.450121602787457,0.336759764705882
"NFATC3",0.455855874744724,0.321033834586466,0.185033600770218,0.322943928571429,1.16103472222222
"NME3",-0.0226985714285715,-0.00305909090909096,-0.130606761346095,0.0146041025641026,-0.0898884384384384
"NPPC",0.169937020028065,0.131157359307359,0.414787208527648,0.372916027874565,0.474272941176471
"NRTN",0.149706058543227,0.194365413533835,-0.160345860077022,0.244547142857143,0.1690125
"NT5C3A",0.612204247990816,0.104460606060606,-0.173751965356429,0.161084668989547,-0.289367921568628
"NTF3",0.0332731981120041,0.164172294372294,-0.314173017988008,-0.105784320557491,-0.0925508235294118
"NUB1",0.114954413278435,0.0790636363636364,-0.358776115922718,-0.324895296167248,-0.799863294117647
"NUDC",0.194786631016043,0.245739429175476,-0.0677182317073166,0.0481940199335544,-0.218456114551083
"OMD",0.142203541912633,0.00450454545454548,0.200024606359988,0.0298705982905983,0.489086486486487
"OSCAR",0.00116686507936509,0.0822045454545455,-0.00662454461253476,0.112567008547009,-0.037348048048048
"OSM",-0.213420359739763,0.240047402597402,-0.384291672218521,-0.485527177700348,-0.816745411764706
"PADI2",-0.235555802968961,-0.0654912280701754,0.0981338575096277,0.188578571428571,0.529563888888889
"PAPPA",-0.196407365554799,0.250993984962406,-0.0953202503209242,-0.224228571428572,-0.315702777777778
"PARP1",-0.282822809031764,0.17384329004329,-0.485350532978015,-0.172340592334495,-1.15506305882353
"PCDH1",0.10345751093826,0.0607180761099366,0.167699695121951,0.0662915282392027,0.148888699690402
"PDGFB",0.206577579365079,0.0136636363636362,-0.260117196665637,-0.458764273504273,-0.871743843843844
"PDLIM7",0.361699047619048,0.0409318181818179,-0.350894195739426,0.117720341880342,-0.254115165165165
"PGF",0.0390546568627451,0.0084646934460888,0.144811859756098,-0.0630418604651163,0.0176164086687306
"PIK3AP1",0.00456585023599954,-0.019865800865801,-0.261768987341772,-0.123315505226481,-0.458847764705882
